epoch,accuracy,learning_rate,loss,top3,val_accuracy,val_loss,val_top3
0,0.03442208468914032,0.0005000000237487257,4.625634670257568,0.08808974176645279,0.045694202184677124,4.362524509429932,0.11247803270816803
1,0.11976245790719986,0.0005000000237487257,3.77756667137146,0.2769162952899933,0.06942003220319748,3.9346110820770264,0.1933216154575348
2,0.2862641513347626,0.0005000000237487257,3.0305697917938232,0.5199604034423828,0.056239016354084015,4.428620338439941,0.16168716549873352
3,0.44407784938812256,0.0005000000237487257,2.41837215423584,0.7102166414260864,0.10369068384170532,4.122402191162109,0.231985941529274
4,0.5915539264678955,0.0005000000237487257,1.9662989377975464,0.8363576531410217,0.2864674925804138,3.0522208213806152,0.5035149455070496
5,0.672825276851654,0.0005000000237487257,1.685451626777649,0.8934345245361328,0.25659051537513733,3.412881374359131,0.4718804955482483
6,0.7436489462852478,0.0005000000237487257,1.485041618347168,0.9268668293952942,0.24780316650867462,4.162095546722412,0.40685412287712097
7,0.7928076386451721,0.0005000000237487257,1.3402647972106934,0.9493016600608826,0.1836555302143097,4.827822685241699,0.32161685824394226
8,0.8299791216850281,0.0005000000237487257,1.2390364408493042,0.9634883999824524,0.5377855896949768,2.2211475372314453,0.7706502676010132
9,0.8553832769393921,0.0005000000237487257,1.168582558631897,0.9718464612960815,0.09841828048229218,5.221741676330566,0.23286467790603638
10,0.8764984011650085,0.0005000000237487257,1.1089000701904297,0.9761354923248291,0.2811950743198395,3.3571527004241943,0.5237258076667786
11,0.8959639072418213,0.0005000000237487257,1.046703815460205,0.9833938479423523,0.20474517345428467,4.334681987762451,0.38137081265449524
12,0.9135598540306091,0.0005000000237487257,1.005574107170105,0.9865831136703491,0.5553602576255798,2.183469772338867,0.7970123291015625
13,0.9257670640945435,0.0005000000237487257,0.9668125510215759,0.988452672958374,0.42003515362739563,2.782911777496338,0.6414762735366821
14,0.9267568588256836,0.0005000000237487257,0.9544637203216553,0.9913120269775391,0.30228471755981445,3.604642868041992,0.505272388458252
15,0.9392939805984497,0.0005000000237487257,0.924538791179657,0.9915319681167603,0.24165202677249908,4.1742262840271,0.4033391773700714
16,0.9399538040161133,0.0005000000237487257,0.9068692326545715,0.9934015274047852,0.4050966501235962,2.997255802154541,0.6520211100578308
17,0.9430330991744995,0.0005000000237487257,0.9036447405815125,0.9927416443824768,0.4033391773700714,2.826042413711548,0.6511423587799072
18,0.969866931438446,0.0002500000118743628,0.8108963370323181,0.9976905584335327,0.8163444399833679,1.285741925239563,0.9463971853256226
19,0.975145697593689,0.0002500000118743628,0.7797320485115051,0.9992302060127258,0.5123022794723511,2.4804251194000244,0.7205623984336853
20,0.973825991153717,0.0002500000118743628,0.7750970125198364,0.9982404112815857,0.6748681664466858,1.7442985773086548,0.8637961149215698
21,0.9773452281951904,0.0002500000118743628,0.7556596994400024,0.9993401765823364,0.57469242811203,2.1359870433807373,0.8216168880462646
22,0.978554904460907,0.0002500000118743628,0.7456375360488892,0.9996700882911682,0.4622144103050232,2.749126672744751,0.6827768087387085
23,0.9795446991920471,0.0002500000118743628,0.7349625825881958,0.9990102052688599,0.5140597820281982,2.4481921195983887,0.6950790882110596
24,0.9876828193664551,0.0001250000059371814,0.706663191318512,0.9997800588607788,0.6959578394889832,1.672846794128418,0.8673110604286194
25,0.9879027605056763,0.0001250000059371814,0.6966186165809631,0.9997800588607788,0.6652020812034607,1.9025014638900757,0.8400703072547913
26,0.98955237865448,0.0001250000059371814,0.6868388652801514,0.9998900294303894,0.6239016056060791,2.086338520050049,0.8005272150039673
27,0.9914219975471497,0.0001250000059371814,0.6766356229782104,0.9998900294303894,0.5254833102226257,2.4924373626708984,0.7398945689201355
28,0.9882327318191528,0.0001250000059371814,0.6793292760848999,0.9993401765823364,0.4595782160758972,2.6983206272125244,0.7152900099754333
29,0.9934015274047852,6.25000029685907e-05,0.6614599227905273,1.0,0.5913884043693542,2.0955405235290527,0.8075571060180664
30,0.9946112632751465,6.25000029685907e-05,0.6554238796234131,1.0,0.6564147472381592,1.781148910522461,0.8523725867271423
